,Unnamed: 0,categorie,charges_annuelles,copropriete_en_difficulte,date_de_construction,etage,mode_chauffage,nature_chauffage,nb_etages,nb_lots,postal_code,price,surface,Unnamed: 0,mode_chauffage,nb_chambres,nb_piece
524,524,Ancien,948 €,non,2005.0,1,Individuel,Electrique,4.0,124.0,pontoise-95300,"
                                                                            158 290 €
                                                                    ",42.46 m²,524,Individuel,1.0,2.0
525,525,,1020 €,non,,RDC,Individuel,Electrique,,80.0,saint-ouen-l-aumone-95310,"
                                                                            159 000 €
                                                                    ",46 m²,525,Individuel,1.0,2.0
526,526,,,non,1977.0,4,Collectif,Gaz,5.0,,franconville-95130,"
                                                                            159 000 €
                                                                    ",66.27 m²,526,Collectif,2.0,3.0
527,527,Ancien,792 €,non,,1,Individuel,Electrique,1.0,15.0,mery-sur-oise-95540,"
                                                                            159 000 €
                                                                    ",58 m²,527,Individuel,2.0,3.0
528,528,,1596 €,non,,2,,,,45.0,champagne-sur-oise-95660,"
                                                                            159 900 €
                                                                    ",45 m²,528,,,2.0
529,529,Ancien,2532 €,non,1975.0,2,Collectif,Urbain,4.0,258.0,cergy-95000,"
                                                                            159 900 €
                                                                    ",66 m²,529,Collectif,2.0,3.0
530,530,Récent,1416 €,non,,1,Individuel,Electrique,2.0,58.0,saint-ouen-l-aumone-95310,"
                                                                            159 900 €
                                                                    ",48 m²,530,Individuel,1.0,2.0
531,531,,,,,,,,,,saint-leu-la-foret-95320,,,531,,,
532,532,,2400 €,non,1960.0,RDC,,,4.0,96.0,taverny-95150,"
                                                                            160 000 €
                                                                    ",68.91 m²,532,,3.0,4.0
533,533,,1260 €,non,1976.0,5,Collectif,Gaz,6.0,354.0,argenteuil-95100,"
                                                                            161 000 €
                                                                    ",77 m²,533,Collectif,3.0,4.0
534,534,Récent,1356 €,non,2007.0,RDC,Individuel,Electrique,,40.0,goussainville-95190,"
                                                                            162 000 €
                                                                    ",42 m²,534,Individuel,1.0,2.0
535,535,Ancien,1812 €,non,1995.0,4,Individuel,Electrique,6.0,60.0,cergy-95800,"
                                                                            162 000 €
                                                                    ",63 m²,535,Individuel,2.0,3.0
536,536,Ancien,,non,1974.0,3,Collectif,Gaz,4.0,,domont-95330,"
                                                                            162 000 €
                                                                    ",60 m²,536,Collectif,2.0,3.0
